ANNEE;COLL_NOM;COLL_SIRET;COLL_TYPE;ACTE_DATE;ACTE_REF;ATTRIB_NOM;ATTRIB_SIRET;SUB_OBJ;SUB_MONTANT;Notification à la commission Européenne
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0077;ASSOCIATION DE LA FONDATION ETUDIANTE POUR LA VILLE - AFEV;39032205500000.0;8 services civiques sensibilisent et accompagnent les parents à la lecture plaisir dans les BCD des écoles et médiathèques. Enfants et familles résidant dans les quartiers prioritaires et de veille de la ville, repérés comme étant en difficulté face à l'écrit, la lecture par les partenaires éducatifs.;2000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0077;MEDIAPTE POITOU-CHARENTES;79230120200000.0;"Association ayant vocation à éduquer à l'image et aux médias en aidant les jeunes de Poitiers (12-25 ans) à :
- mieux comprendre leur environnement médiatique 
- développer leur questionnement vis-à-vis des écrans du quotidien 
- élargir leurs pratiques 4. devenir eux-mêmes créateurs et diffuseurs de contenus pertinents...";2500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0094;ASSOCIATION DE RECHERCHE ET D'ECHANGE EN ANTHROPOLOGIE ET SOCIOLOGIE - AREAS;53097379100000.0;Organisation d'une journée d'étude visant à faire découvrir l'anthropologie et la manière dont cette Science de l'Homme et de la Société permet de déconstruire les préjugés ethnocentristes, discriminants, voire racistes, aux étudiants et au grand public.;400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0094;ASSOCIATION ETUDIANTE BADMINTON POITIERS - AEBP;52040604200000.0;Organisation de la Nuit du badminton par équipes du 9 mars 2017 à la halle des sports à partir de 21h00. L'évènement permet aux étudiants de se rencontrer au cours d'un tournoi festif et amical.;150.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0095;VETERINAIRES POUR TOUS 86;49458170500000.0;Soins des animaux appartenant aux personnes démunies : Soins, Stérilisations et identifications de chats, Vaccinations et identifications de chiens.;1600.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0106;AMICALE DU PATIS;80786704900000.0;Aide pour l'organisation d'un vide-greniers avec animations et restauration sur le quartier du Pâtis.;200.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0106;COMITE DE QUARTIER DES TROIS CITES;49259253000000.0;Organisation d'un gouter spectacle en fin d'année pour les personnes isolées du quartier;200.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;ASSOCIATION SPORTIVE AMICALE DES COURONNERIES POITIERS - ASAC;37991350200000.0;"Association hors critères, les sections sportives sont intégrées au dispositif des critères.
Subvention pour le fonctionnement des différentes sections sportives de l'association qui mène un travail conséquent sur le quartier des Couronneries. L'association dispose en son sein d'un agent de développement sportif. L'ensemble des 3 sections, assujetties aux critères, représente 442 adhérents.";31400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;BEAULIEU TENNIS CLUB;39300261300000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du tennis. L'équipe phare évolue au niveau départemental. L'association dispose de 91 licenciés et adhérents.";1800.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;CANOE-KAYAK CLUB POITEVIN;39002558300000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du canoë-kayak. L'équipe phare évolue au niveau national.
L'association dispose de 107 licenciés et adhérents.";6000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;CERCLE D'EDUCATION PHYSIQUE POITIERS GYMNASTIQUE - CEP GYM;39888853700000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique de la gymnastique. L'équipe phare évolue au niveau inter-régional.
L'association dispose de 468 licenciés et adhérents. Elle mène une politique éducative
conséquente.";10000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;CLUB HALTEROPHILE DE POITIERS - CHP;35204667600000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique de l'haltérophilie. L'équipe phare évolue au niveau régional.
L'association dispose de 12 licenciés et de 478 adhérents.";4500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;CYCLO-TOURISME DU QUARTIER DE BEAULIEU - POITIERS;49756787500000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du cyclotourisme en loisirs. L'association dispose de 25 adhérents.";300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;CYCLOTOURISME POITIERS COURONNERIES;79149575700000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du cyclotourisme en loisirs. L'association dispose de 51 adhérents.";300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;ETOILE SPORTIVE DE POITIERS BEAULIEU FOOTBALL;33989084000000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du football. L'équipe phare évolue au niveau départemental.
L'association dispose de 44 licenciés et adhérents.";1200.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;LES CYCLOTOURISTES POITEVINS;49794513900000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du cyclotourisme en loisirs. L'association dispose de 162
adhérents.";1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;PETANQUE CLUB DE MONTMIDI;78156490100000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique de la pétanque.";1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;POITIERS TENNIS DE TABLE ASPTT CEP CCL 86 (POITIERS TTACC 86);49131499300000.0;"Association ""haut niveau"".
Subvention pour la pratique du tennis de table.
L'association est rattachée à la ligue nationale d'une fédération délégataire qui compte 191 780 licenciés. L'équipe phare évolue au plus haut niveau national féminin, la Pro A. Chaque rencontre attire en moyenne 200 spectateurs.";31058.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN BASKET BALL;34991623900000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du basket-ball. L'équipe phare évolue au niveau régional.
L'association dispose de 230 licenciés et adhérents.";13200.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN VOLLEY BEACH - SPVB;75273724700000.0;"Association ""haut niveau"".
L'association est rattachée à la ligue nationale d'une fédération délégataire qui compte 100 805 licenciés dont 47 308 femmes. L'équipe phare pratique au premier niveau national masculin, la Ligue A, sur 5 niveaux. Chaque rencontre attire en moyenne 2 200 spectateurs. Le club à 187 licenciés.";133837.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;FEDERATION DES CENTRES SOCIAUX ET SOCIOCULTURELS DE LA VIENNE;31150920200100.0;accompagnement des équipes d'animateurs supplémentaires pour l'accueil des enfants en situation de handicap;3000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;LE LOCAL;30629266500000.0;Subvention permettant la réalisation des objectifs prévus dans les statuts de l'association.;599190.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0034;UNION DEPARTEMENTALE DES SOUS OFFICIERS EN RETRAITE DE LA VIENNE;49390522800000.0;Demande de subvention de fonctionnement. Aide au déplacement du porte drapeau. Nous participons à toutes le cérémonies commémoratives à POITIERS du Comité de Liaison des ACVG de POITIERS, organisme auquel nous adhérons.;76.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;COMITE D'HYGIENE BUCCO-DENTAIRE DE LA VIENNE;33127934900000.0;Actions de motivation, dépistage hygiène bucco-dentaire au sein des établissements scolaires, Précarité (MLI), Ehpad...;2000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;COMITE D'HYGIENE BUCCO-DENTAIRE DE LA VIENNE;33127934900000.0;"Soutien au fonctionnement d'actions de motivation et de dépistage relatives à l'hygiène bucco-dentaire à Poitiers. Sur le temps scolaire, activités pour enfants de CP et CM2 (""M tes dents"") des quartiers des 3 Cités, des Couronneries, de Bel Air ; interventions à la Misson Locale d'Insertion et en EHPAD.";250.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;JUSQU'A LA MORT ACCOMPAGNER LA VIE - JALMALV;44196092900000.0;"Accompagner les personnes très malade et ou en fin de vie
Soutenir les personnes en deuil
Sensibiliser le public à la maladie grave , la fin de vie ,la mort , le deuil
Informer nos concitoyens  sur leur droits en fin de vie
Représenter les usagers dans les institutions de soins
Former de futures bénévoles";480.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;MEMOIRE RECRE-ACTIVE - MRA;51468641900000.0;Demande de subvention de fonctionnement pour une action de prévention du déclin cérébral et cognitif auprès de personnes retraitées effectuée dans des centres socioculturels de Poitiers.;2400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;ARCADIE;35251043200100.0;Soutien à l'activité de l'école de musique pour son enseignement instrumental et chant encadré par des professionnels.;8700.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;ART 86;39947485700000.0;Soutien à la pratique des amateurs, aux artistes et à la promotion de l'art sur la Ville. Gestion de la galerie Rivaud.;6500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;COMPAGNIE LA CAVALE;49863977200000.0;Soutien à la compagnie pour ses activités de création et diffusion de la danse contemporaine.;7000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;COMPAGNIE L'HOMME DEBOUT;53741851900000.0;Soutien pour accompagner le développement des activités de la compagnie dans le domaine des arts de la rue.;3500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;FANZINOTHEQUE;38951088400000.0;Soutien à la structure dans ses activités de conservation et de valorisation du fonds de fanzines, d'organisation d'évènements qui valorisent la micro-édition et de production d'objets imprimés et sérigraphiés.;123700.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;MUSIQUE DE POITIERS CEP - ECOLE ET ORCHESTRE;39793914100000.0;Soutien à l'activité de l'école de musique.;16000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;ASSOCIATION VALENTIN HAUY AU SERVICE DES AVEUGLES ET DES MALVOYANTS;77566654800700.0;L’ «Association Valentin Haüy au service des aveugles et des malvoyants» a pour but d'unir, de seconder les personnes et les organisations qui s'occupent des déficients visuels, d'étudier, propager, appliquer tout ce qui peut concourir à leur instruction, leur promotion sociale et tout ce qui peut les aider à surmonter leur handicap notamment par le sport et les loisirs. L'association les représente et participe à la recherche médicale et à la vulgarisation de la prophylaxie de la cécité.;475.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;GROUPEMENT POUR L'INSERTION DES HANDICAPES PHYSIQUES DU POITOU-CHARENTES - GIHP;31680672800000.0;"L'Association dite ""Groupement pour l’Insertion des Handicapés Physiques du Poitou-Charentes"", fondée en 1978, a pour but : l'entraide, la défense des personnes en situation de handicap physique, la recherche de solutions pratiques et adaptées répondant à leurs handicaps, l’information du public.

Cette aide permettra à l'association d'assurer ses activités : information, formation, accueil physique, écoute téléphonique, représentation dans les différentes instances, organisation et participation à diverses manifestations publiques, gestion/administration de l'association.";3770.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;SENIORS SOURDS 86;53324068500000.0;"L'association Seniors Sourds 86 a pour but de :
- défendre les intérêts moraux des personnes âgées sourdes
- garantir leur protection sociale et humanitaire
- promouvoir leur épanouissement moral et culturel
- faciliter leur accès aux moyens de communication (langue des signes) 
- soutenir leurs démarches auprès des collectivités territoriales publiques
- développer les services des interprètes en langue des signes.";350.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0099;EQUIPAIX;40107404200000.0;La sauvegarde d'équidés abandonnés, maltraités, blessés, malades ou âgés de la Vienne et alentours et accueil des équidés réformés du centre équestre de Grand Poitiers et des poneys du Bois de Saint-Pierre.;2548.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0106;COMITE DE CHANTEJEAU;49325592100000.0;Aide au fonctionnement de cette association qui mène des actions en direction des habitants du quartier.;150.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0107;CENTRE FAMILIAL;33897900800000.0;Soutien au fonctionnement général de la stucture comme support à la mise en place de son projet d'éducation populaire et d'animation de la vie sociale.;12000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0107;POURQUOI PAS LA RUCHE;34161302400000.0;Subvention pour le projet d'agrandissement des locaux de l'association afin d'améliorer les conditions de travail et développer les activités de proximité des chantiers d'insertion portés par l'association à savoir le restaurant solidaire les 4 épices et la boutique couleur-miel proposant notamment des services de nettoyage-repassage.;30000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;ASSOCIATION DES CENTRES SOCIOCULTURELS DES 3 CITES;39357424900000.0;"Chantiers loisirs :
Il s'agit de permettre à un groupe d'adolescents (11 à 17 ans) de donner vie à un projet de loisirs en s'engageant en contrepartie dans une action d'utilité publique, sociale et de nature citoyenne. Ces chantiers font découvrir aux jeunes participants les métiers en relation avec les chantiers réalisés et les partenaires associés et minimisent la participation financière des famille pour les coûts des séjours et les activités organisées.";1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;CENTRE D'ANIMATION POITIERS SUD - CAPSUD;32385850600000.0;Subvention pour la mise en place des accueils périscolaires sur les deux écoles élémentaires M. Pagnol et E. Pérochon matin, soir et pause méridienne.;168882.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;COURONNERIES DEMAIN;81439055500000.0;Financement destiné à l'animation et au développement de l'espace numérique @robaz.;3400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;LE TOIT DU MONDE;32515885500000.0;Création d'une Université Populaire des Parents réunissant des parents des quartiers prioritaires de Poitiers, agréée par l'Association des Collectifs Enfants Parents Professionnels (ACEPP).;500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;SAINT-ELOI VIVRE ENSEMBLE - SEVE;53952807500000.0;Développement d'un projet d'action culturelle sur le quartier de St Eloi, notamment des ateliers d'action culturelle, programmation de petites formes familiales, partenariat avec le lycée Kyoto sur le festival Invasion d'Artistes.;5000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;SAINT-ELOI VIVRE ENSEMBLE - SEVE;53952807500000.0;Subvention pour le fonctionnement des accueils de loisirs des enfants de 3 à 6 ans, de 7 à 11 ans et des ados jusqu'à 17 ans, de l'organisation de mini-camps et de séjours dans le cadre du Contrat Enfance Jeunesse signé entre la ville de Poitiers et la Caisse d'Allocations Familiales de la Vienne.;369198.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0107;ASSOCIATION DES PETITS DEBROUILLARDS POITOU-CHARENTES;49213996900000.0;Aide à la mise en place de la Science en Bas de Chez toi.;2500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0107;POURQUOI PAS LA RUCHE;34161302400000.0;"ESPACE CYBER EMPLOI
Une permanence a lieu les jeudi matin avec l'intervention d'une accompagnatrice socio-professionnelle afin de favoriser la recherche d'emploi des habitants du quartier et des publics qui déposent des candidatures auprès de l'association.";1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0130;ZO PROD;42507515700000.0;"Aide àl'organisation de la manifestation ""les 20 ans de Zo"", du 9 au 11 juin 2017";2000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0145;COURONNERIES DEMAIN;81439055500000.0;"Soutien à l'action de médiation relative à la participation
citoyenne des habitants et portée par un adulte relais sur le quartier des Couronneries";10000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0184;FANDENE ESPOIR;78874590900000.0;Appui à la mise en place d'un enseignement scolaire de base à Diassap au Sénégal avec l'appui des autorités locales et des parents d'élèves.;3000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0185;THEATRE AU CAMPUS - T.A.C.;82463093300000.0;Mise en place d'un atelier théâtre réunissant étudiants, personnels de l'Université de Poitiers et autres publics. Une pièce de théâtre sera mise en scène et plusieurs représentations sont prévues sur le territoire de Grand Poitiers.;350.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0188;CENTRE D'INFORMATION ET DE FORMATION DES SERVICES A LA PERSONNE - CIF-SP;49269087000000.0;Afin de déconstruire et de lutter contre les préjugés liés à l'âge, le CIF-SP élabore un outil pédagogique à destination d'un large public. Sous la forme d'un guide d'une cinquantaine de page, d'aspect ludique, (non culpabilisant) accessible à toutes et tous, cet outil abordera une discrimination encore trop peu connue et étudiée.;2000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0188;CENTRE D'INFORMATION ET DE FORMATION DES SERVICES A LA PERSONNE - CIF-SP;49269087000000.0;Pour lutter contre l'isolement des personnes âgés, un réseau d'appels et de visites conviviales au domicile est développé.;1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0140;L'ESPOIR;53384752100000.0;Fonctionnement de l'Association;2000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0140;SYNDROMES D'EHLERS - DANLOS 86 - UN SOURIRE POUR TOUS;82366428900000.0;"Subvention destinée au fonctionnement de l'association :
1 - Oeuvrer pour une meilleure connaissance et reconnaissance du Syndromes d'Ehlers-Danlos - la maladie et ses conséquences, le poly handicap qu'elle engendre - auprès des instances de santé et administratives et du grand public.
2 - Représenter les adhérents (personnes souffrant du syndrome d’Ehlers Danlos et leurs proches, ainsi que les professionnels de santé adhérents)
3 - Oeuvrer pour une meilleure prise en charge médicale, sociale et administrative des personnes souffrant du syndrome d’Ehlers Danlos et leurs proches.
4 - Aider et soutenir les personnes atteintes du Syndrome d'Ehlers Danlos et leurs proches.";800.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0144;LES JARDINS DE CIBOULETTE ET PAPILLON;79490839200000.0;aide au paiement du loyer;998.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0145;COURONNERIES DEMAIN;81439055500000.0;Subvention pour l'acquisition de matériel d'entretien des locaux, de matériel informatique et de transport.;10000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0145;LE LOCAL;30629266500000.0;Remplacement des barrières de protection enfants à l'accueil de loisirs La rivoline;1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0145;SAINT-ELOI VIVRE ENSEMBLE - SEVE;53952807500000.0;"CHANTIERS LOISIRS

Ce dispositif chantiers loisirs permet aux jeunes de donner vie à leur projet de loisirs en contre partie d'une action d'utilité sociale, de nature citoyenne ou solidaire. 
Les chantiers auront lieu durant les vacances scolaires ou les mercredis après-midi. Sur chaque chantier ce sont 8 à 10 jeunes qui participeront. Le nombre de chantiers varira selon les attentes et demandes des jeunes en terme de sorties. Afin de contribuer à l'ouverture d'esprit, les propositions seront travailler avec les jeunes pour les accompagner vers la découverte d'activités sportives ou de sorties culturelles. 
Plusieurs partenariats seront mis en place pour proposer des contenus diversifiés et enrrichissants.";1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-09-25;2017-0216;ASSOCIATION CULTURELLE ET SPORTIVE DES ECOLES PUBLIQUES DE POITIERS - ACSEP;38058767500100.0;"Parcours d'Education Artistique et Culturelle ""Pas de clichés en lumière !"" dans lequel art plastique et danse viendront s'enrichir l'un et l'autre au travers des pratiques du ""light painting"" et du hip hop.
Ce parcours concernera des enfants du quartier de Beaulieu (classes de cycle 3 des écoles élémentaires Brassens et Bouloux, accueil extrascolaire du secteur jeunes du Centre de Beaulieu et accueil collectifs de Mineurs de l'ACSEP) sur l'année scolaire 2017/2018.";3000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-09-25;2017-0216;JAZZ A POITIERS;41410504900000.0;"Parcours d'Education Artistique et Culturelle ""Oh l'Impro"" : découverte du jazz et des musiques improvisées par la rencontre de musiciens, la découverte de lieux de diffusion et des ateliers de pratique musicale collective.
Le parcours concernera deux classes de l'école élémentaire Micromegas sur l'année scolaire 2017/2018.";2300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-09-25;2017-0216;SOIREES LYRIQUES DE SANXAY;42973045000000.0;"Parcours d'Education Artistique et Culturelle ""A la découverte de l'opéra"" : découverte de l'opéra, pratique vocale collective, exploration des phénomènes acoustiques et sonores (en collaboration avec Pprime et l'ENSIP).
Ce parcours concernera deux groupes scolaires et extra-scolaires de Poitiers, sur l'année 2017/2018.";1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-09-25;2017-0216;ENSEMBLE VOCAL ALTRI CANTI;47972153200000.0;Soutien à la pratique du chant choral et de la diffusion de la musique vocale.;400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-09-25;2017-0217;MAISON DE LA SOLIDARITE DE POITIERS;49368056500000.0;Participation à des travaux de mise en conformité incendie (panneau d'affichage, ligne téléphonique..).;3000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-09-25;2017-0210;ASSOCIATION DE GESTION DE LA MAISON DES 3 QUARTIERS - M3Q;32928709800000.0;Participation au financement de 3 contrats locaux d'accompagnement à la scolarité en primaire.;5000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-09-25;2017-0210;CENTRE D'ANIMATION POITIERS SUD - CAPSUD;32385850600000.0;Participation au financement de 10 contrats locaux d'accompagnement à la scolarité en primaire.;13970.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-09-25;2017-0217;SANZA;43473066900000.0;"Participation au financement de l'action ""appui aux initiatives des habitants "" en permettant  le développement de projets communs dans lesquels chaque personne peut trouver sa place, dans un climat d'écoute et de respect, propice à la création de liens interpersonnels et interculturels.";400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-12-11;2017-0269;HANDISUP CENTRE-OUEST;48337117500000.0;Le programme PHARES vise à favoriser la transition entre l'enseignement secondaire et l'enseignement supérieur. Trop peu de bacheliers en situation de handicap par autocensure et méconnaissance de l'accompagnement proposé à l'université s'inscrivent dans l'enseignement supérieur.En Effet, notre objectif étant que ces jeunes se projettent après le bac dans une filière qu'ils auront choisie.;250.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-12-11;2017-0298;CENTRE REGIONAL INFORMATION JEUNESSE POITOU-CHARENTES - CRIJ;30733663600000.0;"Organisation des Assises de la Jeunesse le 18 novembre 2017 - portée par le CRIJ Poitou Charentes au titre d'API Jeunes : mobiliser les membres du collectif API Jeunes pour recueillir la parole des jeunes sur les besoins ressentis dans leur vie quotidienne et organiser une manifestation mettant en relation les jeunes avec les élus, ayant pour support la parole recueillie et leur permettant de se projeter ensemble vers l'avenir.
Le but est de produire des propositions très concrètes pour changer le parcours des jeunes sur le territoire, améliorer leur quotidien et faciliter leur pouvoir d'agir.";3500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-12-11;2017-0325;FEDERATION DES AGENTS ECONOMIQUES DE POITIERS CENTRE - FAE;40897480600000.0;« Place aux artistes » consiste dans l‘accueil d’une quinzaine de créateurs artistiques dans une cellule commerciale vacante Rue Henri Pétonnet. Cette cellule leur sera mise à disposition gracieusement via un bail précaire, le temps de l’animation.;1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-12-11;2017-0348;RADIO PULSAR;34906291900000.0;La Ville de Poitiers soutient Radio Pulsar pour ses activités de radio local au titre de son information sur la vie poitevine et ses actualités.;4000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-12-11;2017-0275;ENTENTE POITIERS ATHLE 86 - EPA 86;79749415000000.0;Subvention d'investissement destinée à soutenir le club pour l'achat de matériel technique tel que des javelots, des marteaux, des disques et des perches.;6000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2016-12-05;2016-0387;POITIERS ETUDIANTS CLUB HANDBALL;41266687700000.0;Avance de trésorerie sur la subvention de fonctionnement 2017;18000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2016-12-05;2016-0387;POITIERS TENNIS DE TABLE ASPTT CEP CCL 86 (POITIERS TTACC 86);49131499300000.0;Avance de trésorerie sur la subvention de fonctionnement 2017;19392.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2016-12-05;2016-0391;ARCADIE;35251043200100.0;Soutien à la gestion de l' école de musique, chant, instruments à destinateur d'amateurs encadrés par des professionnels.;6300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2016-12-05;2016-0391;LEVEL 6;51378377900000.0;Soutien à l'association gestionnaire d'un lieu mutualisé regroupant des structures oeuvrant dans le domaine de l'image et du son.;4800.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN KARATE - SPK;35317050900000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du karaté. L'équipe phare évolue au niveau interrégional.
L'association dipose de 232 licenciés et adhérents.";3400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN RUGBY - SPR;32286917300000.0;Organisation du tournoi Monique Gris pour les enfants moins de 6 ans, moins de 8 ans et moins de 12 ans affiliés à la Fédération Française de Rugby.;1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;CENTRE D'ANIMATION DE BEAULIEU;32402138500000.0;Campagne de communication pour le lancement du JOKER, nom du nouveau dispositif remplaçant la Bourse Spectacles.;4000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;CENTRE D'ANIMATION POITIERS SUD - CAPSUD;32385850600000.0;complement de subvention pour la mise en place des accueils périscolaires sur Poitiers Sud sur l'année 2016.;13000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;FOYER DU PORTEAU;39282065000000.0;Organisation d'une compétition de combat médiéval le 24 et 25 juin 2017 dans un gymnase de Poitiers.;1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;LE LOCAL;30629266500000.0;Développement des actions culturelles : accueil d'artistes émergents en résidence, programmation spectacle vivant, expositions et ateliers de pratiques amateurs.;20000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0026;ASSOCIATION DEPARTEMENTALE DES PUPILLES DE L'ENSEIGNEMENT PUBLIC DE LA VIENNE;30053625700300.0;"Subvention au séjour de classe ""neige"" des 3 classes de CM1 et CM2 (85 élèves) de l'Ecole élementaire Pablo Neruda organisé au centre de la Vignole (Enveigt, 66).";5100.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0034;AMICALE DES PASSIONNES DE VEHICULES ANCIENS;49432104500000.0;Subvention pour la réalisation de manifestations autour du patrimoine historique automobile du Poitou-Charentes.;1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;ASSOCIATION D'ETUDE ET DE PREVENTION DU SUICIDE DANS LA VIENNE;44016995100000.0;Demande de subvention pour organisation d'une journée régionale de prévention du suicide le 31/01/2017 à la Hune de Saint Benoit.;500.0;NON
