ANNEE;COLL_NOM;COLL_SIRET;COLL_TYPE;ACTE_DATE;ACTE_REF;ATTRIB_NOM;ATTRIB_SIRET;SUB_OBJ;SUB_MONTANT;Notification à la commission Européenne
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0145;SAINT-ELOI VIVRE ENSEMBLE - SEVE;53952807500000.0;Organisation de l'accueil périscolaire à l'école élémentaire Pablo NERUDA;86000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0155;ENTENTE SPORTIVE DES TROIS CITES FOOTBALL;40495778900000.0;Participation financière pour l'organisation d'un tournoi régional le 25 mai 2017 au Stade Jean-Luc Gaboreau à Poitiers;1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0155;STADE POITEVIN BASKET BALL;34991623900000.0;Organisation de camps de basket éphémères qui accueillent lors des vacances scolaires tout type de public de 7 à 17 ans pour une pratique basket informelle et ludique gratuitement.;1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0188;AUDACIA UN AUTRE VISAGE DE LA SOLIDARITE;78156665800100.0;Financement de l'action d'Atelier Recherche Logement et d'Atelier du Locataire;2400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0188;INSERSUD REGIE DE QUARTIER DE POITIERS SUD;38029377900000.0;"COLLECTIF MEUBLE
L'action vise à fournir du mobilier d'occasion ou neuf à des foyers, suivis par des travailleurs sociaux, accédant à un premier logement ou à un relogement suite à un accident de la vie.";3900.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0140;LOISIRS ET SOLIDARITE DES RETRAITES;80467583300000.0;"L'association répond aux besoins de loisirs des retraités, pré-retraités et toute personne en âge de la retraite. À l'écoute des adhérentes et adhérents, elle oeuvre pour leur permettre de réaliser leurs aspirations de loisirs, rencontres, voyages, activités culturelles, physiques et sportives, etc.
L'association agit pour rompre l'isolement et la solitude par des activités de proximité, dans un esprit d'enrichissement mutuel et solidaire. Opposée à tout ce qui concoure aux inégalités et à l'exclusion de la vie sociale, l'association soutient toutes les actions qui contribuent à vivre mieux la retraite, notamment en matière de pouvoir d'achat, de santé, de protection sociale.
Elle contribue au renforcement des liens sociaux parmi les retraités et futurs retraités et s'inscrit pleinement dans la vie associative locale.";190.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0130;L'OREILLE EST HARDIE - LE CONFORT MODERNE;32148689600000.0;"Acquisition d'un nouvel équipement mobilier spécifique ainsi que de matériel son et
lumière, dans le cadre du projet de réhabilitation du Confort Moderne";37500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0145;ASSOCIATION DU CENTRE SOCIOCULTUREL DE LA BLAISERIE;32075384100000.0;Subvention pour l'acquisition d'un serveur informatique.;3150.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-06-19;2017-0134;ASSOCIATION DE LA FONDATION ETUDIANTE POUR LA VILLE - AFEV;39032205500000.0;"PROJET KAPS 
Une ""KAPS""  est une colocation composée de 3 jeunes, étudiants pour la plupart, implantée au sein de quartiers populaires de la ville. Chaque KAPS a pour mission de mettre en place des actions de solidarité au sein de ce quartier.
Ces initiatives ont pour but de valoriser le lien entre les habitants en créant de la solidarité de proximité et en valorisant « le faire ensemble , tout cela en partant des besoins repérés des habitants.
Implantés sur les quartiers des Couronneries, de Saint-Eloi et de Beaulieu, les jeunes engagés, portent au travers de ces projets, les valeurs de l'AFEV qui sont la lutte contre les inégalités sociales et l'engagement de la jeunesse.";1700.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2016-12-05;2016-0387;ASSOCIATION SPORTIVE AMICALE DES COURONNERIES POITIERS - ASAC;37991350200000.0;Avance de trésorerie sur la subvention de fonctionnement 2017;12000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2016-12-05;2016-0387;STADE POITEVIN BASKET BALL;34991623900000.0;Avance de trésorerie sur la subvention de fonctionnement 2017;10800.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2016-12-05;2016-0391;EN ATTENDANT LES CERISES PRODUCTIONS;49282889200000.0;Soutien à l'action de promotion et de mise en valeur de la création dans le domaine des arts visuels.;4000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2016-12-05;2016-0391;FILMER LE TRAVAIL;51004613900000.0;"Soutien à l'association pour l'organisation de la 8ème édition de ""Filmer le Travail"", festival consacré aux productions audio-visuelles qui interrogent le travail et ses mutations, ainsi que pour les actions culturelles menées à l'année.";7500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;ENTENTE POITIERS ATHLE 86 - EPA 86;79749415000000.0;Organisation d'un trail (13ème édition) et d'un cross (53ème édition) avec 2 distances : 9km et 16 km pour tous âges au Bois de Saint Pierre.;2000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;PARACHUTE CLUB DE LA VIENNE;49327880800000.0;"Organisation de la coupe de la Ville de Poitiers ""Trophée Jean Luc Gaboreau"" à l'aéro club de Poitiers.";1370.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;POITIERS ETUDIANTS CLUB;39201168000000.0;Pour la saison 2016/2017, trois sections ( RUGBY, ROLLER et TENNIS ) soucieuses de mieux s'intégrer dans la ville de POITIERS et son agglomération ont envisagé de faire découvrir les vertus éducatives du sport en créant des tournois accessibles et ouverts à tous. LE PEC OMNISPORTS soutient l'initiative de ces sections et s'efforce de permettre à chacune de remplir leurs missions en mutualisant des moyens humains, et matériels à travers sa subvention. Cependant, il ne peut malheureusement pas répondre à tous leurs besoins financiers pour mener à bien leurs projets.;3000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;CENTRE D'ANIMATION POITIERS SUD - CAPSUD;32385850600000.0;Développement de l'action culturelle : diffusion de spectacles vivants, accueil de compagnies en création, mise en place d'un atelier de théâtre amateur, accompagnement des publics et organisation du festival Ecoutez-Voir.;34000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;LE TOIT DU MONDE;32515885500000.0;Développement d'actions culturelles favorisant la mixité sociale et culturelle des territoires ainsi que la découverte des cultures du monde par l'organisation de manifestations, projets participatifs et évènements thématiques.;20000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;LE TOIT DU MONDE;32515885500000.0;Organisation d'ateliers sur la laïcité à destination d'un public de professionnels et de bénévoles.;500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;LE TOIT DU MONDE;32515885500000.0;Organisation d'ateliers sur les questions liées aux mondes arables et musulmans en direction de tout public mais en axant sur un public jeune.;500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;PATRONAGE SAINT JOSEPH;78156635100000.0;Participation au paiement des fluides d'une association propriétaire de ses installations.;5000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0034;POITIERS ELEGANCE AUTOMOBILE;39941592600000.0;demande de subvention permettant l'organisation d'un rassemblement de voitures de collection;1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0048;AJULI ASSOCIATION DES ETUDIANTS DU DESS JURISTE LINGUISTE DE POITIERS;79794960900000.0;Soutien à une journée d'étude sur les conséquences du Brexit réunissant des experts internationaux.;200.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0048;ASSOCIATION DES ETUDIANTS SAGES-FEMMES DE POITIERS;80896423300000.0;Projet d'échange interculturel et interprofessionnel afin d'accueillir 2 à 3 jeunes diplômées sages femmes moundoulaises, d'échanger sur les pratiques du métier de sage-femme à travers des cours, des travaux pratiques, des stages d'observation dans plusieurs services de la maternité du CHU de Poitiers, des soirées d'échanges avec les professionnels de santé et les étudiants.;2000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0048;COMITE POITEVIN PALESTINE;49334910400000.0;Organisation d'un colloque sur les Accords Sykes Picot et leurs conséquences actuelles dans la deuxième quinzaine de novembre, en partenariat avec la Faculté de Droit.;500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;LE BRUIT DU FRIGO;44792802900000.0;"Aide à la création pour le spectacle ""Lumen"", théâtre corporel et visuel autour de nos peurs et frustrations.";3000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;THEATRE DES AGITES;40975569100000.0;"Aide à la création de ""Love and Money"", mis en scène par Mathilde Souchaud, en compagnonnage avec le Théâtre des Agités 2016/2018";3000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;ASSOCIATION DES SOURDS DE POITIERS;75120273000000.0;Subvention pour le fonctionnement des 3 sections sportives de l'association : football, volley-ball et pétanque.;2400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0077;CENTRE REGIONAL INFORMATION JEUNESSE POITOU-CHARENTES - CRIJ;30733663600000.0;"Organisation des Assises de la Jeunesse - portée par le CRIJ Poitou Charentes au titre d'API Jeunes : mobiliser les membres du collectif API Jeunes pour recueillir la parole des jeunes sur les besoins ressentis dans leur vie quotidienne et organiser une manifestation mettant en relation les jeunes avec les élus, ayant pour support la parole recueillie et leur permettant de se projeter ensemble vers l'avenir.
Le but est de produire des propositions très concrètes pour changer le parcours des jeunes sur le territoire, améliorer leur quotidien et faciliter leur pouvoir d'agir.";10000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0094;SUR UN AIR DE DIDGE;50332661300000.0;Organisation de l'événement DIDG TO DIDG #4, un rassemblement international de joueurs de didgeridoo sous la forme d'un festival alliant battles, concerts, ateliers et stands d'artisanat.;1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0099;CENTRE D'INITIATION A LA NATURE ET A L'ENVIRONNEMENT DE LA VIENNE - CINEV;33367236800000.0;demande de subvention pour l'animation des parcs et jardins de Poitiers;20000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0106;"COMITE DE QUARTIER ""VIVRE AU BREUIL MINGOT""";49973963900000.0;Rédaction, mise en page, impression et distribution d'un journal gratuit distribué à l'ensemble des habitants du Breuil Mingot.;350.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0111;FEDERATION DES AGENTS ECONOMIQUES DE POITIERS CENTRE - FAE;40897480600000.0;La traditionnelle Braderie du Centre-ville de Poitiers est organisée depuis 17 ans par Poitiers le Centre. C'est un moment d'animation et commercial fort pour le centre-ville de Poitiers;9000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0111;FEDERATION DES AGENTS ECONOMIQUES DE POITIERS CENTRE - FAE;40897480600000.0;L'objectif des Samedis Jeux place Leclerc est de proposer des animations les samedis. Ces animations sont gratuites pour le public et à destination des familles, elles se déroulent de 14h à 18h. Poitiers Le Centre a des partenariats avec d'autres associations poitevines, afin de proposer un programme d'animations diversifié.;2000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;ASSOCIATION POITEVINE ESCALADE ET MONTAGNE - APEM;43230612400000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique de l'escalade. L'équipe phare évolue au niveau régional.
L'association dispose de 293 licenciés et adhérents. Elle mène une politique sociale
conséquente.";3800.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;BADMINTON CLUB DE POITIERS;49277444300000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du badminton. L'équipe phare évolue au niveau régional.
L'association dispose de 145 licenciés et adhérents.";1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;CERCLE DES MEDAILLES DE LA JEUNESSE ET DES SPORTS DE POITIERS;44131128900000.0;"Association hors critères.
Subvention pour le fonctionnement de l'association. Association qui oeuvre à transmettre les valeurs de l'olympisme aux jeunes enfants.";500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;GWAN YONG TAEKWONDO CLUB;81318398500000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du taekwondo.";1300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;LA COMPAGNIE D'ARC TOUR A L'OISEAU;41901855100000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du tir à l'arc. L'équipe phare évolue au niveau inter-régional.
L'association dispose de 54 licenciés et adhérents.";1100.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;LES CHABICHOUS;49754166400000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique de la course à pied. L'équipe phare évolue au niveau
départemental. L'association dispose de 28 licenciés et adhérents.";500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;LES COMPAGNONS BALADEURS;47887243500000.0;"Association intégreée au dispositf des critères.
Subvention pour la pratique de la randonnée pédestre en loisirs. L'association dispose de 51 adhérents.";300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;LES RANDONNEURS VTT DU GRAND POITIERS;45260903500000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du cyclisme en loisirs. L'association dispose de 19 adhérents.";300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;POITIERS FOOTBALL CLUB;49858593400000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du football. L'équipe phare évolue au niveau régional.
L'association dispose de 347 licenciés et adhérents.";95000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN AIKIDO;44119605200000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique de l'aïkido en loisirs. L'association dispose de 77 adhérents.";650.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN FOOTBALL AMERICAIN;49427402000000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du football américain. l'équipe phare évolue au niveau interrégional.
L'association dispose de 100 licenciés et adhérents.";1700.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN JUDO JU JITSU ET DISCIPLINES ASSOCIEES;32207839500100.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du judo. L'équipe phare évolue au niveau inter-régional.
L'association dispose de 274 adhérents et licenciés.";16000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN TENNIS;78156478600000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du tennis. L'équipe phare évolue au niveau inter-régional.
L'association dispose de 383 licenciés et adhérents.";6500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;STADE POITEVIN VINCE PONG;75367231000000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du vince pong en loisirs. L'association dispose de près de 1 000 pratiquants.
Elle intervient dans les écoles du territoire de Poitiers sur le temps péri, extra et scolaire des enfants.";1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;SUBAQUA CLUB DU POITOU - SCP;44118338100000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique de la plongée. L'équipe phare évolue au niveau inter-régional. L'association dispose de 16 licenciés et 239 adhérents. Elle intervient chaque été dans le cadre du Pass Sport.";1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;TAEKWONDO OLYMPIQUE CLUB POITEVIN;43941527400000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du taekwondo. L'équipe phare évolue au niveau inter-régional. L'association dispose de 85 licenciés et adhérents.";1300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2016-0500;UNION POITIERS BASKET 86;47782033600000.0;"Association intégrée au dispositif des critères.
Subvention pour la pratique du basket-ball. L'équipe phare évolue au niveau national.
L'association dispose de 138 licenciés et adhérents.";5000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;ASSOCIATION CULTURELLE ET SPORTIVE DES ECOLES PUBLIQUES DE POITIERS - ACSEP;38058767500100.0;Subvention de fonctionnement à l'Association Culturelle et Sportive des Ecoles de Poitiers. Organisation de temps d'accueil de loisirs pour l'enfance et la jeunesse dans des lieux d'éveil et d'éducation par les facteurs sports et arts plastiques sur temps péri et extrascolaires (mercredis après-midis, samedis, petites vacances scolaires). Objectifs : favoriser la mixité sociale par un accueil collectif transversal aux différents quartiers de la ville, améliorer l'accueil d'enfants en situation de handicap en les intégrant aux Accueils Collectifs de Mineurs de l'association.;18500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;ASSOCIATION CULTURELLE ET SPORTIVE DES ECOLES PUBLIQUES DE POITIERS - ACSEP;38058767500100.0;Subvention permettant la réalisation des objectifs prévus dans les statuts de l'association.;10000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;CERCLE LAIQUE POITEVIN;31716894600000.0;Subvention permettant la réalisation des objectifs prévus dans les statuts de l'association.;52083.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0003;FOYER DU PORTEAU;39282065000000.0;Subvention permettant la réalisation des objectifs prévus dans les statuts de l'association.;3750.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0034;ASSOCIATION DES RETRAITES MILITAIRES ET DES VEUVES DES MILITAIRES DE CARRIERE;49390562400000.0;Aider au fonctionnement de l'ARM86 qui resserre les liens de camaraderie et de solidarité entre les membres de la famille militaire. Faire vivre le devoir de mémoire lors de cérémonies départementales. Rompre l'isolement en organisant un séjour de quelques jours en centre IGESA.;150.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0034;LE SOUVENIR FRANCAIS;77567618200100.0;La section associative du souvenir français comité de Poitiers contribue à l'entretien des monuments aux morts pour la France et à l'éducation citoyenne des jeunes générations, en organisant des voyages pédagogiques.;300.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0034;VIENNE RESISTANCE INTERNEMENT DEPORTATION - VRID;49329844200000.0;Subvention utile pour Permettre le fonctionnement de l association pour transmettre la mémoire de la résistance,de l internement et de la déportation dans la vienne;760.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;COLLECTIF CULTURE;48196028400000.0;Subvention de fonctionnement collectif culture - Repas de Noël 2016 des personnes isolées et démunies.;500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;ENFANCE ET FAMILLES D'ADOPTION - EFA 86;45285667700000.0;Subvention de fonctionnement pour l'accompagnement des familles adoptives dans leur fonction parentale, adoptés majeurs et postulants à l'adoption.;350.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;FRANCE ADOT 86;49299629300000.0;"France ADOT86 est  un mouvement de bénévoles au service de la vie. Elle a pour mission, dans le département de sensibiliser à un acte de solidarité et d'espoir, de diffuser l'information auprès du public et plus particulièrement des jeunes afin de faire évoluer les mentalités. L'objectif est d'amener à prendre position, pour contribuer à faire baisser le taux de refus et inciter à devenir volontaire au don de moelle osseuse.
En  2016, l'association a informé et sensibilisé plus de 3000 élèves dans les collèges et lycées et université et participé à des manifestations culturelles et sportives. Près de 4450 personnes ont été inscrites sur le registre volontaire de don de moelle osseuse 

Nous sollicitons de votre bienveillance l'attribution d'une subvention de fonctionnement qui contribuerait à la réalisation de nos projets afin de répondre aux sollicitations et d'être très présent sur le terrain. 

Vous remerciant par avance de l'intérêt que vous portez à notre cause,";900.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;OBSERVATOIRE FRANCOPHONE DE LA MEDECINE DE LA PERSONNE;79186656900000.0;Aide au fonctionnement frais du site et tel, frais de publicité, mise en oeuvre de conférences, et publications, frais de déplaclements pour rencontres et prise en charge des conférenciers;800.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0043;UNION POITEVINE DES ACTIONS POUR LES RETRAITES - UPAR;38130851900000.0;Fonctionnement de l'Association;13900.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;ASSOCIATION POITEVINE DES AMIS DU THEATRE POPULAIRE;49396736800000.0;Aide à la diffusion des 5 spectacles de la saison 2016-2017 et au paiement des mises à disposition de la salle et des techniciens du TAP.;37000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;CHOEUR A COEUR JOIE DE POITIERS;42945270900100.0;Soutien à la pratique du chant choral et à la diffusion de musique vocale.;400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;CHOEUR DE FEMMES SIBYLLA;42141813800000.0;Soutien à la pratique du chant choral et à la diffusion de la musique vocale.;400.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;EN ATTENDANT LES CERISES PRODUCTIONS;49282889200000.0;Soutien à l'association pour ses actions de promotion et de mise en valeur dans le domaine des arts visuels et pour la gestion d'un lieu de résidence permettant la rencontre des artistes avec le public.;4500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;FILMER LE TRAVAIL;51004613900000.0;"Soutien à l'association pour l'organisation de la 8ème édition de ""Filmer le Travail"", festival consacré aux productions audio-visuelles qui interrogent le travail et ses mutations.";7500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;LA CLIQUE D'ARSENE;39073433300000.0;Soutien à la compagnie de théâtre pour ses activités de création et de diffusion. Convention avec la Ville 2015-2017. Participation au loyer de locaux administratifs mutualisés avec les compagnies TC Spectacles et François Godard.;13800.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;LES CLEFS DE NOTRE-DAME-LA-GRANDE;45330208500000.0;Soutien à l'organisation des manifestations culturelles contribuant à la valorisation de l'église Notre Dame.;1500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;MAISON DE L'ARCHITECTURE DE POITOU-CHARENTES;48237381800000.0;Aide au fonctionnement de l'association pour ses actions de valorisation de l'architecture à travers des expositions, des ateliers et des conférences.;9500.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0049;PIC LA POULE;44088714900000.0;Aide au fonctionnement de l'association pour ses activités de création et diffusion de la danse contemporaine.;3000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;ARMMELHISCA;79821666900000.0;"L'association ARMMELHISCA (Association de Rencontre pour la Musique, la Musicothérapie, l'Environnement, le Loisir, le Handicap, l'Information, le Sensoriel, la Culture et l'Animation) a pour objet de développer, promouvoir et favoriser des activités à caractère culturel, social, environnemental, informatif, avec pour éthique l'intégration des minorités et notamment celle des personnes en situation de handicap par:
- la mise en place d'ateliers sensoriels et de rencontre, de sessions de formation, de cours divers, d'expositions, de spectacles
- l'aide, l'information, la documentation pour les personnes en situation de handicap et leurs familles, les travailleurs sociaux et personnels soignants en relation avec des personnes en situation de handicap
- la mise en place de moyens matériels et prestations de services nécessaires au bon fonctionnement de l'association.

Cette année, l'association a fait une demande supplémentaire pour la participation au Festival des ""Accessifs"".";350.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;ASSOCIATION DES SOURDS DE POITIERS;75120273000000.0;L'Association des Sourds de Poitiers permet d'accompagner les personnes en situation de surdité sur le volet solidarité et citoyenneté (langue des signes française, communauté sourde, culture sourde, lutte contre l'solement, débats citoyens, activités socioculturelles et de loisirs, accessibilité des lieux publics...).;1310.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;ASSOCIATION ENTRAIDE LA CORDEE;49374431200000.0;"L'association a pour but d'organiser: 
- la réhabilitation sociale des personnes en leur permettant une meilleure estime d'eux-mêmes et une meilleure insertion
- les activités psycho-socio-éducatives de l'ensemble des sections.";1370.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;ASSOCIATION POUR LE DEVELOPPEMENT DES RENCONTRES ARTISTIQUES ET SPORTIVES - ADRAS;44413346600000.0;"Cette association a pour but : permettre et faciliter le développement des projets artistiques, culturels et sportifs dans le milieu spécialisé (milieu du handicap).
Action 1 : poursuivre les ateliers et  favoriser la mixité des populations. Au total, l'association met en place 10 ateliers du jour et du soir qui fonctionnent toute l'année de manière hebdomadaire. 
Action 2 : organisation d'une soirée pour le Festival Les Accessifs avec la mise en place de spectacles, coordination des différents groupes.";3410.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;DIAPASOM;41089130300000.0;"L'association DIAPASOM travaille sur l'autonomie des enfants, jeunes et adultes sourds ou malentendants de Poitiers et informe sur la connaissances des dispositifs de droit commun afin de leur donner les moyens de s'intégrer à la société civile comme tout autre citoyen. Elle  travaille sur l'accessibilité (pour les oralistes comme pour les personnes communiquant en langue des signes, appareillages auditifs...).
Depuis les services ont été étendus en faveur des personnes malvoyantes.
L'association souhaite favoriser les rencontres et les échanges entre les diverses associations concernées par le champ de la déficience visuelle, favoriser les actions en faveur des familles pour l'intégration tant scolaire, qu'universitaire ou professionnelle et réaliser des actions à destination du public sourd ou malvoyant.";1440.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;EN TOUS GENRES;49512580900000.0;Continuer les actions d'En Tous Genres et  le financement des outils qui nous permettent de mettre en uvre la lutte contre les discriminations fondées sur le genre, le sexe et l'orientation sexuelle.;200.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0054;UNION NATIONALE DE FAMILLES ET AMIS DE PERSONNES MALADES ET/OU HANDICAPEES PSYCHIQUES - UNAFAM 86;78436348301300.0;"L'UNAFAM 86 contribue à la cohésion sociale, plus précisément à l'inclusion sociale des malades psychiques. Ce handicap invisible conduit souvent les malades à un isolement voire à une exclusion dont les proches sont eux-mêmes fréquemment victimes.
Les activités proposées sont : l'information, la formation, l'accueil physique, l'écoute téléphonique, les représentations dans les différentes instances, l'organisation et la participation à diverses manifestations publiques dont la Semaine sur la Santé Mentale (SISM), la gestion/administration de l'association (location de salles, abonnement téléphonique, timbres, frais d'impression, de photocopies, de transports).";1000.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0077;POITIERS JEUNES;39882080300000.0;"L'aide prend différentes formes : un accompagnement général (entretien, méthodologie, aide à la recherche de financement...), un appui à la communication, une aide à la diffusion, une mise à disposition d'outils (boites aux lettres, prêts de salle et de matériel).
 Poitiers Jeunes maintient son ouverture vers l'extérieur en  poursuivant sa démarche de partenariat à travers la participation à des réseaux de coopérations thématiques et géographiques (Maisons de Quartiers sur le Carnaval,les musiques actuelles,  les arts de la rue) et au sein du collectif API Jeunes.
Organisation d'événements:
Carnaval  mercredi 8 mars 2017  26ème édition
Les Expressifs : Lieu d'expérimentation, le festival « Les Expressifs  met l'accent sur l'émergence artistique et les nouvelles créations. Ainsi, le festival entend offrir un large panel de disciplines artistiques, alliant des spectacles professionnels à des spectacles amateurs soutenus à l'année par l'association Poitiers Jeunes. 
Les Objectifs spécifiques : Rendre visible la vitalité créative locale et régionale ; Faciliter le lien entre les artistes et les habitants ; Favoriser la liberté d'expression et Sensibiliser le public aux valeurs citoyennes (développement durable, la prévention des risques en milieu festif, handicap)";332364.0;NON
2017;Ville de Poitiers;21860194600000.0;COM;2017-04-10;2017-0095;LES CHATS DE LA RUE;49348768000000.0;Stérilisations  et tatouages des chats errants avec suivi alimentaire et sanitaire;2940.0;NON
